Pressure,Resistance,Fluctuation
0.54,86590.25938628394,18774.598560149978
0.8334693877551022,52406.14420248757,6771.411939408834
1.126938775510204,29537.505819666436,3214.7816458928623
1.420408163265306,17581.466954642005,799.0768235814817
1.713877551020408,13392.847640556183,1197.4797110340803
2.00734693877551,11142.121244188827,963.2772859304213
2.300816326530612,9702.755958300202,938.1212663206315
2.5942857142857143,8878.09676766951,972.7369642827259
2.8877551020408156,8318.17091149599,879.0515498691198
3.181224489795918,7929.774575321847,781.929518394567
3.47469387755102,7530.633945964238,751.9193808870043
3.7681632653061228,7188.367374890884,730.3199868526962
4.061632653061224,6930.95157295839,634.699972760773
4.355102040816326,6690.15785583999,525.3656035049617
4.648571428571429,6480.492213883007,480.67545887875116
4.94204081632653,6311.912263391536,434.2740631344215
5.235510204081632,6171.928489204228,424.19778890460344
5.528979591836734,6077.756550769126,430.7182679215378
5.822448979591836,5979.249431882691,420.37141373189513
6.115918367346938,5871.627981875855,412.15465191506513
6.409387755102041,5751.113939604119,386.1686854457961
6.702857142857142,5634.4602877854195,355.4835208793582
6.996326530612245,5530.534171952993,326.6082762014804
7.289795918367346,5447.120727746154,313.97977232246313
7.583265306122448,5375.468626310901,303.42273717706814
7.876734693877549,5305.274020420718,303.950073630371
8.17020408163265,5237.653381039968,308.21000648054587
8.463673469387754,5179.5461738553195,309.01530500069293
8.757142857142856,5133.975301402727,314.5473238682114
9.050612244897959,5103.1572170893305,311.2266184979943
9.344081632653062,5065.96606351623,299.20752730173865
9.63755102040816,5028.091980872922,287.3068305613868
9.931020408163263,4989.21181769209,274.718971172197
10.224489795918366,4947.890252602613,264.0326312076461
10.517959183673469,4907.352882548785,254.89478843105982
10.811428571428571,4870.017943959091,243.1562960047719
11.104897959183669,4836.305687645752,234.73909121680845
11.398367346938775,4805.037907611049,226.57584817142657
11.691836734693874,4774.316578100766,219.47594062774348
11.98530612244898,4746.948924177529,212.0007337802745
12.27877551020408,4721.707040747267,203.02599313678863
12.572244897959186,4698.236770483552,196.49042087938736
12.865714285714283,4673.959198585273,190.68416349325355
13.159183673469386,4649.942719030997,188.2311675794448
13.452653061224488,4627.2353893042955,190.06527784186392
13.746122448979591,4604.300243127648,192.09516275143264
14.039591836734694,4578.457218045077,188.84344364115
14.333061224489791,4554.372859592506,181.7235078633332
14.626530612244897,4530.507642994881,174.43800562423002
14.92,4506.642426397256,167.15446976467447
