Pressure,Resistance,Fluctuation
0.15,6566605.636911884,8233868.161142955
0.35061224489795917,4629701.200905661,5743294.140943015
0.5512244897959183,1352162.4268913486,1524567.8611890918
0.7518367346938776,1152532.9560365144,1371989.2985079023
0.9524489795918368,125620.06681270333,4126.377396586863
1.1530612244897958,87903.74101086683,9784.068647997217
1.353673469387755,73058.27140283766,3976.8679531457096
1.554285714285714,62229.92790318907,4468.494233337971
1.7548979591836733,52355.59155487601,953.1853790437177
1.9555102040816326,45139.39495523112,2486.5160661012637
2.1561224489795916,39943.44230773475,2895.125079540283
2.356734693877551,36730.13503421452,2733.2288108992016
2.55734693877551,33719.111294911825,3027.023624098031
2.7579591836734694,32093.07136493707,3058.0909182428595
2.958571428571428,28464.295390153507,2470.3020792445545
3.1591836734693874,23955.720144700583,1709.1714144706953
3.3597959183673467,20943.292584541585,1240.2001785418665
3.560408163265306,18856.450158093037,1208.6829392228774
3.761020408163265,17002.691029096324,1297.9386440931526
3.961632653061224,15353.852541231878,1306.7545495260176
4.162244897959184,13866.070314075914,1150.7028879395784
4.362857142857143,12615.446187553809,1037.9769367314395
4.563469387755102,11583.081685223005,994.5931007926584
4.7640816326530615,10952.695716736745,944.1525105551902
4.964693877551021,10351.30408771937,911.5909206304933
5.16530612244898,9754.385883645327,884.9083603126682
5.365918367346939,9288.396336562018,766.6530825060913
5.566530612244898,8876.218635283274,660.4653885281546
5.767142857142857,8560.97013664084,650.3632040999722
5.967755102040816,8260.13166153262,627.5994562862311
6.168367346938775,8000.705893140151,591.1090364850347
6.368979591836735,7760.456726704396,549.8414414186976
6.569591836734694,7558.071337188086,519.1816523261792
6.770204081632653,7360.023446176677,485.531096369993
6.9708163265306125,7193.249888722433,471.732845156519
7.171428571428572,7031.128128480923,453.7435701170838
7.372040816326531,6899.520492131624,432.18095051038273
7.57265306122449,6777.906553242626,408.5555873406807
7.7732653061224495,6673.0543599876555,375.7725935085427
7.973877551020408,6579.657441634013,349.72801258889416
8.174489795918367,6482.441570951279,330.5837717214566
8.375102040816326,6378.243841097875,314.73725787406306
8.575714285714286,6281.329631971002,295.3575462057971
8.776326530612245,6193.08862912106,268.5367661747278
8.976938775510204,6121.495806705837,256.83739541241715
9.177551020408163,6044.82708134284,253.94238428967532
9.378163265306123,5975.118259751539,254.19547285003077
9.578775510204082,5914.735293096909,260.1151253507947
9.779387755102041,5854.352326442279,266.1245411472369
9.98,5793.969359787649,272.21777552385095
